函数名,独占样本数,独占样本数百分比,非独占样本数,非独占样本数百分比,源行开始,源字符开始,源行结束,源字符结束,
"std::_Iterator012<std::random_access_iterator_tag,char,int,char const *,char const &,std::_Iterator_base12>::_Iterator012<std::random_access_iterator_tag,char,int,char const *,char const &,std::_Iterator_base12>",6,0.08,8,0.11,0,0,0,0,
"std::_Node_class<char,std::regex_traits<char> >::_Tidy",6,0.08,6,0.08,"1,766",0,"1,766",0,
"std::_String_const_iterator<std::_String_val<std::_Simple_types<char> > >::_String_const_iterator<std::_String_val<std::_Simple_types<char> > >",6,0.08,34,0.46,0,0,0,0,
"std::_Tgt_state_t<char const *>::~_Tgt_state_t<char const *>",6,0.08,519,7.02,0,0,0,0,
"std::_Tree_alloc<0,std::_Tree_base_types<wxString,std::allocator<wxString> > >::_Getal",6,0.08,6,0.08,868,0,868,0,
"std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<AutoCompleteManager::Entry> > >::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<AutoCompleteManager::Entry> > >",6,0.08,67,0.91,0,0,0,0,
"std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<AutoCompleteManager::Entry> > >::operator==",6,0.08,6,0.08,322,0,322,0,
"std::_Tree_val<std::_Tree_simple_types<wxString> >::_Parent",6,0.08,6,0.08,593,0,593,0,
"std::_Tree<std::_Tset_traits<AutoCompleteManager::Entry,std::less<AutoCompleteManager::Entry>,std::allocator<AutoCompleteManager::Entry>,0> >::_Key",6,0.08,182,2.46,"2,240",0,"2,240",0,
"std::_Tree<std::_Tset_traits<AutoCompleteManager::Entry,std::less<AutoCompleteManager::Entry>,std::allocator<AutoCompleteManager::Entry>,0> >::_Kfn",6,0.08,126,1.70,"2,235",0,"2,235",0,
"std::_Unchecked<std::_Tgt_state_t<char const *>::_Grp_t *>",6,0.08,6,0.08,280,0,280,0,
"std::_Unchecked<std::_Vector_val<std::_Simple_types<unsigned int> > >",6,0.08,6,0.08,264,0,264,0,
"std::_Vb_iterator<std::_Wrap_alloc<std::allocator<unsigned int> > >::operator+=",6,0.08,6,0.08,"2,264",0,"2,264",0,
"std::_Vector_const_iterator<std::_Vector_val<std::_Simple_types<std::_Tgt_state_t<char const *>::_Grp_t> > >::_Unchecked",6,0.08,6,0.08,60,0,60,0,
"std::_Vector_const_iterator<std::_Vector_val<std::_Simple_types<unsigned int> > >::_Unchecked",6,0.08,6,0.08,60,0,60,0,
"std::_Vector_val<std::_Simple_types<unsigned int> >::_Vector_val<std::_Simple_types<unsigned int> >",6,0.08,7,0.09,480,0,480,0,
"std::_Wrap_alloc<std::allocator<std::_Tree_node<AutoCompleteManager::Entry,void *> > >::_Wrap_alloc<std::allocator<std::_Tree_node<AutoCompleteManager::Entry,void *> > >",6,0.08,13,0.18,801,0,801,0,
"std::_Wrap_alloc<std::allocator<unsigned int> >::_Wrap_alloc<std::allocator<unsigned int> >",6,0.08,7,0.09,806,0,806,0,
"std::addressof<unsigned int const >",6,0.08,6,0.08,92,0,92,0,
"std::allocator_traits<std::allocator<std::_Container_proxy> >::construct<std::_Container_proxy,std::_Container_proxy>",6,0.08,6,0.08,720,0,720,0,
"std::allocator<std::_Container_proxy>::construct<std::_Container_proxy,std::_Container_proxy>",6,0.08,37,0.50,600,0,600,0,
"std::allocator<std::_Tgt_state_t<char const *>::_Grp_t>::deallocate",6,0.08,6,0.08,572,0,572,0,
"std::basic_string<char,std::char_traits<char>,std::allocator<char> >::_Eos",6,0.08,6,0.08,"2,236",0,"2,236",0,
"std::operator==<unsigned int,unsigned int>",6,0.08,6,0.08,660,0,660,0,
"std::vector<std::_Tgt_state_t<char const *>::_Grp_t,std::allocator<std::_Tgt_state_t<char const *>::_Grp_t> >::_Tidy",6,0.08,6,0.08,"1,622",0,"1,622",0,
"std::vector<std::_Tgt_state_t<char const *>::_Grp_t,std::allocator<std::_Tgt_state_t<char const *>::_Grp_t> >::max_size",6,0.08,6,0.08,"1,152",0,"1,152",0,
"wxString::operator=",6,0.08,86,1.16,0,0,0,0,
"wxStringBase::~wxStringBase",6,0.08,214,2.90,396,0,396,0,
"?OnSysRead@wxStringInputStream@@MAEIPAXI@Z",5,0.07,7,0.09,0,0,0,0,
"?wxTmemcmp@@YAHPBX0I@Z",5,0.07,10,0.14,0,0,0,0,
"AutoCompleteManager::Entry::~Entry",5,0.07,211,2.85,0,0,0,0,
"std::_Bt_state_t<char const *>::operator=",5,0.07,110,1.49,0,0,0,0,
"std::_Buf<char>::_Insert",5,0.07,5,0.07,"1,556",0,"1,556",0,
"std::_Builder<char const *,char,std::regex_traits<char> >::_Add_char_to_array",5,0.07,8,0.11,"3,708",0,"3,708",0,
"std::_Copy_impl<unsigned int *,unsigned int *>",5,0.07,7,0.09,"2,056",0,"2,056",0,
"std::_Iterator_base12::_Adopt",5,0.07,5,0.07,161,0,161,0,
"std::_Node_base::`scalar deleting destructor'",5,0.07,13,0.18,0,0,0,0,
"std::_Node_class<char,std::regex_traits<char> >::_Node_class<char,std::regex_traits<char> >",5,0.07,5,0.07,"1,753",0,"1,753",0,
"std::_Ptr_cat<std::_Loop_vals_t,std::_Loop_vals_t>",5,0.07,5,0.07,444,0,444,0,
"std::_String_alloc<0,std::_String_base_types<char,std::allocator<char> > >::_Getal",5,0.07,5,0.07,683,0,683,0,
"std::_Tree_unchecked_const_iterator<std::_Tree_val<std::_Tree_simple_types<AutoCompleteManager::Entry> >,std::_Iterator_base12>::_Mynode",5,0.07,5,0.07,122,0,122,0,
"std::_Tree_val<std::_Tree_simple_types<wxString> >::_Left",5,0.07,5,0.07,588,0,588,0,
"std::_Tree<std::_Tset_traits<AutoCompleteManager::Entry,std::less<AutoCompleteManager::Entry>,std::allocator<AutoCompleteManager::Entry>,0> >::_Destroy_if_not_nil",5,0.07,5,0.07,"1,656",0,"1,656",0,
"std::_Tree<std::_Tset_traits<AutoCompleteManager::Entry,std::less<AutoCompleteManager::Entry>,std::allocator<AutoCompleteManager::Entry>,0> >::_Key",5,0.07,7,0.09,"2,241",0,"2,241",0,
"std::_Tset_traits<AutoCompleteManager::Entry,std::less<AutoCompleteManager::Entry>,std::allocator<AutoCompleteManager::Entry>,0>::_Kfn",5,0.07,5,0.07,34,0,34,0,
"std::_Unchecked<unsigned int *>",5,0.07,5,0.07,280,0,280,0,
"std::_Vb_val<std::allocator<bool> >::_Free_proxy",5,0.07,5,0.07,"2,391",0,"2,391",0,
"std::_Vector_alloc<0,std::_Vec_base_types<std::_Tgt_state_t<char const *>::_Grp_t,std::allocator<std::_Tgt_state_t<char const *>::_Grp_t> > >::_Vector_alloc<0,std::_Vec_base_types<std::_Tgt_state_t<char const *>::_Grp_t,std::allocator<std::_Tgt_state_t<char const *>::_Grp_t> > >",5,0.07,13,0.18,601,0,601,0,
"std::_Vector_alloc<0,std::_Vec_base_types<std::_Tgt_state_t<char const *>::_Grp_t,std::allocator<std::_Tgt_state_t<char const *>::_Grp_t> > >::~_Vector_alloc<0,std::_Vec_base_types<std::_Tgt_state_t<char const *>::_Grp_t,std::allocator<std::_Tgt_state_t<char const *>::_Grp_t> > >",5,0.07,5,0.07,607,0,607,0,
"std::_Vector_val<std::_Simple_types<std::_Tgt_state_t<char const *>::_Grp_t> >::~_Vector_val<std::_Simple_types<std::_Tgt_state_t<char const *>::_Grp_t> >",5,0.07,7,0.09,0,0,0,0,
"std::_Wrap_alloc<std::allocator<unsigned int> >::deallocate",5,0.07,5,0.07,857,0,857,0,
"std::allocator_traits<std::allocator<unsigned int> >::max_size",5,0.07,5,0.07,734,0,734,0,
"std::allocator<std::_Container_proxy>::allocator<std::_Container_proxy><std::_Tree_node<wxString,void *> >",5,0.07,5,0.07,561,0,561,0,
"std::allocator<std::_Tgt_state_t<char const *>::_Grp_t>::max_size",5,0.07,5,0.07,611,0,611,0,
"std::basic_string<char,std::char_traits<char>,std::allocator<char> >::_Grow",5,0.07,5,0.07,"2,242",0,"2,242",0,
"std::forward<AutoCompleteManager::Entry const &>",5,0.07,5,0.07,"1,505",0,"1,505",0,
"std::forward<char * &>",5,0.07,5,0.07,"1,504",0,"1,504",0,
"std::forward<std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<AutoCompleteManager::Entry> > > &>",5,0.07,5,0.07,"1,504",0,"1,504",0,
"std::operator==<std::_Tgt_state_t<char const *>::_Grp_t,std::_Tgt_state_t<char const *>::_Grp_t>",5,0.07,5,0.07,660,0,660,0,
"std::pair<std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<AutoCompleteManager::Entry> > >,bool>::~pair<std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<AutoCompleteManager::Entry> > >,bool>",5,0.07,49,0.66,0,0,0,0,
"std::vector<std::_Tgt_state_t<char const *>::_Grp_t,std::allocator<std::_Tgt_state_t<char const *>::_Grp_t> >::operator=",5,0.07,5,0.07,949,0,949,0,
"wxString::wxString",5,0.07,19,0.26,687,0,687,0,
"?append@wxStringBase@@QAEAAV1@ID@Z",4,0.05,31,0.42,0,0,0,0,
"?LastRead@wxInputStream@@UBEIXZ",4,0.05,4,0.05,0,0,0,0,
"?Read@wxInputStream@@UAEAAV1@PAXI@Z",4,0.05,82,1.11,0,0,0,0,
"?wxTmemcpy@@YAPADPAXPBXI@Z",4,0.05,20,0.27,0,0,0,0,
"std::_Allocate<char>",4,0.05,10,0.14,28,0,28,0,
"std::_Allocate<std::_Loop_vals_t>",4,0.05,9,0.12,28,0,28,0,
"std::_Allocate<unsigned int>",4,0.05,4,0.05,22,0,22,0,
"std::_Bitmap::_Mark",4,0.05,4,0.05,"1,600",0,"1,600",0,
"std::_Builder<char const *,char,std::regex_traits<char> >::_Add_char_to_array",4,0.05,4,0.05,"3,702",0,"3,702",0,
"std::_Builder<char const *,char,std::regex_traits<char> >::_Add_rep",4,0.05,8,0.11,"3,982",0,"3,982",0,
"std::_Builder<char const *,char,std::regex_traits<char> >::_Builder<char const *,char,std::regex_traits<char> >",4,0.05,13,0.18,"3,532",0,"3,532",0,
"std::_Copy_impl<unsigned int *,unsigned int *>",4,0.05,4,0.05,"2,064",0,"2,064",0,
"std::_Debug_lt_pred<std::less<AutoCompleteManager::Entry>,AutoCompleteManager::Entry const &,AutoCompleteManager::Entry const &>",4,0.05,168,2.27,523,0,523,0,
"std::_Debug_lt_pred<std::less<AutoCompleteManager::Entry>,AutoCompleteManager::Entry const &,AutoCompleteManager::Entry const &>",4,0.05,10,0.14,526,0,526,0,
"std::_Debug_pointer<std::_Tgt_state_t<char const *>::_Grp_t>",4,0.05,4,0.05,552,0,552,0,
"std::_Debug_pointer<unsigned int>",4,0.05,4,0.05,545,0,545,0,
"std::_Debug_range<unsigned int const *>",4,0.05,4,0.05,583,0,583,0,
"std::_Destroy_range<std::_Wrap_alloc<std::allocator<std::_Tgt_state_t<char const *>::_Grp_t> > >",4,0.05,4,0.05,95,0,95,0,
"std::_Iter_cat<unsigned int *>",4,0.05,4,0.05,405,0,405,0,
"std::_Iterator_base12::_Adopt",4,0.05,4,0.05,158,0,158,0,
"std::_Iterator_base12::_Adopt",4,0.05,4,0.05,166,0,166,0,
"std::_Iterator012<std::bidirectional_iterator_tag,AutoCompleteManager::Entry,int,AutoCompleteManager::Entry const *,AutoCompleteManager::Entry const &,std::_Iterator_base12>::_Iterator012<std::bidirectional_iterator_tag,AutoCompleteManager::Entry,int,AutoCompleteManager::Entry const *,AutoCompleteManager::Entry const &,std::_Iterator_base12>",4,0.05,13,0.18,0,0,0,0,
"std::_Iterator012<std::bidirectional_iterator_tag,wxString,int,wxString const *,wxString const &,std::_Iterator_base12>::_Iterator012<std::bidirectional_iterator_tag,wxString,int,wxString const *,wxString const &,std::_Iterator_base12>",4,0.05,8,0.11,0,0,0,0,
"std::_Iterator012<std::random_access_iterator_tag,std::_Tgt_state_t<char const *>::_Grp_t,int,std::_Tgt_state_t<char const *>::_Grp_t const *,std::_Tgt_state_t<char const *>::_Grp_t const &,std::_Iterator_base12>::_Iterator012<std::random_access_iterator_tag,std::_Tgt_state_t<char const *>::_Grp_t,int,std::_Tgt_state_t<char const *>::_Grp_t const *,std::_Tgt_state_t<char const *>::_Grp_t const &,std::_Iterator_base12>",4,0.05,6,0.08,0,0,0,0,
"std::_Iterator012<std::random_access_iterator_tag,unsigned int,int,unsigned int const *,unsigned int const &,std::_Iterator_base12>::_Iterator012<std::random_access_iterator_tag,unsigned int,int,unsigned int const *,unsigned int const &,std::_Iterator_base12>",4,0.05,10,0.14,0,0,0,0,
"std::_Matcher<char const *,char,std::regex_traits<char>,char const *>::_Matcher<char const *,char,std::regex_traits<char>,char const *>",4,0.05,199,2.69,"1,980",0,"1,980",0,
"std::_Node_end_group::`scalar deleting destructor'",4,0.05,8,0.11,0,0,0,0,
"std::_Node_if::_Node_if",4,0.05,4,0.05,"1,801",0,"1,801",0,
"std::_Node_if::`scalar deleting destructor'",4,0.05,14,0.19,0,0,0,0,
"std::_Parser<char const *,char,std::regex_traits<char> >::_Trans",4,0.05,4,0.05,"4,819",0,"4,819",0,
"std::_Ptr_cat<std::_Tgt_state_t<char const *>::_Grp_t,std::_Tgt_state_t<char const *>::_Grp_t>",4,0.05,4,0.05,453,0,453,0,
"std::_String_const_iterator<std::_String_val<std::_Simple_types<char> > >::operator-",4,0.05,4,0.05,202,0,202,0,
"std::_Tgt_state_t<char const *>::_Tgt_state_t<char const *>",4,0.05,918,12.42,0,0,0,0,
"std::_Tgt_state_t<char const *>::operator=",4,0.05,210,2.84,0,0,0,0,
"std::_Tree<std::_Tset_traits<AutoCompleteManager::Entry,std::less<AutoCompleteManager::Entry>,std::allocator<AutoCompleteManager::Entry>,0> >::_Insert_nohint<AutoCompleteManager::Entry,std::_Nil>",4,0.05,4,0.05,"1,777",0,"1,777",0,
"std::_Tree<std::_Tset_traits<wxString,std::less<wxString>,std::allocator<wxString>,0> >::_Root",4,0.05,4,0.05,"2,152",0,"2,152",0,
"std::_Unchecked<std::_Vector_val<std::_Simple_types<std::_Tgt_state_t<char const *>::_Grp_t> > >",4,0.05,4,0.05,264,0,264,0,
"std::_Uninitialized_copy<std::_Vector_const_iterator<std::_Vector_val<std::_Simple_types<std::_Tgt_state_t<char const *>::_Grp_t> > >,std::_Tgt_state_t<char const *>::_Grp_t *,std::_Wrap_alloc<std::allocator<std::_Tgt_state_t<char const *>::_Grp_t> > >",4,0.05,4,0.05,424,0,424,0,
"std::_Uninitialized_move<unsigned int *,unsigned int *,std::_Wrap_alloc<std::allocator<unsigned int> > >",4,0.05,4,0.05,492,0,492,0,
"std::_Vb_iterator<std::_Wrap_alloc<std::allocator<unsigned int> > >::_Vb_iterator<std::_Wrap_alloc<std::allocator<unsigned int> > >",4,0.05,66,0.89,"2,229",0,"2,229",0,
"std::_Vb_val<std::allocator<bool> >::_Alloc_proxy",4,0.05,4,0.05,"2,382",0,"2,382",0,
"std::_Wrap_alloc<std::allocator<std::_Loop_vals_t> >::destroy<std::_Loop_vals_t>",4,0.05,4,0.05,877,0,877,0,
"std::_Wrap_alloc<std::allocator<std::_Tgt_state_t<char const *>::_Grp_t> >::_Wrap_alloc<std::allocator<std::_Tgt_state_t<char const *>::_Grp_t> >",4,0.05,6,0.08,806,0,806,0,
"std::_Wrap_alloc<std::allocator<std::_Tgt_state_t<char const *>::_Grp_t> >::allocate",4,0.05,4,0.05,846,0,846,0,
"std::_Wrap_alloc<std::allocator<std::_Tgt_state_t<char const *>::_Grp_t> >::destroy<std::_Tgt_state_t<char const *>::_Grp_t>",4,0.05,4,0.05,877,0,877,0,
"std::_Wrap_alloc<std::allocator<std::_Tgt_state_t<char const *>::_Grp_t> >::select_on_container_copy_construction",4,0.05,4,0.05,778,0,778,0,
"std::_Wrap_alloc<std::allocator<unsigned int> >::allocate",4,0.05,4,0.05,846,0,846,0,
"std::allocator_traits<std::allocator<std::_Tree_node<wxString,void *> > >::construct<std::_Tree_node<wxString,void *> *,std::_Tree_node<wxString,void *> * &>",4,0.05,4,0.05,720,0,720,0,
"std::allocator<char>::allocator<char>",4,0.05,4,0.05,552,0,552,0,
"std::allocator<std::_Container_proxy>::allocator<std::_Container_proxy><bool>",4,0.05,4,0.05,561,0,561,0,
"std::allocator<std::_Tgt_state_t<char const *>::_Grp_t>::destroy<std::_Tgt_state_t<char const *>::_Grp_t>",4,0.05,4,0.05,605,0,605,0,
"std::allocator<std::_Tree_node<wxString,void *> >::deallocate",4,0.05,9,0.12,573,0,573,0,
"std::allocator<unsigned int>::allocate",4,0.05,4,0.05,577,0,577,0,
"std::allocator<unsigned int>::deallocate",4,0.05,4,0.05,572,0,572,0,
"std::basic_string<char,std::char_traits<char>,std::allocator<char> >::begin",4,0.05,4,0.05,"1,599",0,"1,599",0,
"std::forward<std::_Tgt_state_t<char const *>::_Grp_t const &>",4,0.05,4,0.05,"1,504",0,"1,504",0,
"std::forward<std::_Tree_node<AutoCompleteManager::Entry,void *> * &>",4,0.05,4,0.05,"1,504",0,"1,504",0,
"std::vector<std::_Loop_vals_t,std::allocator<std::_Loop_vals_t> >::size",4,0.05,4,0.05,"1,147",0,"1,147",0,
"std::vector<std::_Tgt_state_t<char const *>::_Grp_t,std::allocator<std::_Tgt_state_t<char const *>::_Grp_t> >::_Buy",4,0.05,4,0.05,"1,546",0,"1,546",0,
"std::vector<std::_Tgt_state_t<char const *>::_Grp_t,std::allocator<std::_Tgt_state_t<char const *>::_Grp_t> >::~vector<std::_Tgt_state_t<char const *>::_Grp_t,std::allocator<std::_Tgt_state_t<char const *>::_Grp_t> >",4,0.05,91,1.23,946,0,946,0,
"std::vector<Symbol *,std::allocator<Symbol *> >::operator[]",4,0.05,4,0.05,"1,181",0,"1,181",0,
"std::vector<unsigned int,std::allocator<bool> >::empty",4,0.05,4,0.05,"1,157",0,"1,157",0,
"std::vector<unsigned int,std::allocator<bool> >::end",4,0.05,4,0.05,"1,039",0,"1,039",0,
"std::vector<unsigned int,std::allocator<bool> >::operator=",4,0.05,4,0.05,949,0,949,0,
"wxString::Append",4,0.05,34,0.46,"1,035",0,"1,035",0,
"wxString::IsSameAs",4,0.05,19,0.26,"1,102",0,"1,102",0,
"wxStringBase::~wxStringBase",4,0.05,7,0.09,397,0,397,0,
"wxStringBase::wxStringBase",4,0.05,6,0.08,369,0,369,0,
"??4wxStringBase@@QAEAAV0@ABV0@@Z",3,0.04,80,1.08,0,0,0,0,
"?Peek@wxInputStream@@UAEDXZ",3,0.04,99,1.34,0,0,0,0,
"?SendIdleEvents@wxAppBase@@UAE_NPAVwxWindow@@AAVwxIdleEvent@@@Z",3,0.04,9,0.12,0,0,0,0,
"@ILT+3910(?_Getcomp@?$_Tree_comp@$0A@V?$_Tset_traits@UEntry@AutoCompleteManager@@U?$less@UEntry@AutoCompleteManager@@@std@@V?$allocator@UEntry@AutoCompleteManager@@@4@$0A@@std@@@std@@QBE?AU?$less@UEntry@AutoCompleteManager@@@2@XZ)",3,0.04,3,0.04,0,0,0,0,
"@ILT+81255(??4_Iterator_base12@std@@QAEAAU01@ABU01@@Z)",3,0.04,3,0.04,0,0,0,0,
"AutoCompleteManager::Entry::`scalar deleting destructor'",3,0.04,21,0.28,0,0,0,0,
"std::_Allocate<std::_Tree_node<wxString,void *> >",3,0.04,6,0.08,28,0,28,0,
"std::_Bt_state_t<char const *>::_Bt_state_t<char const *>",3,0.04,479,6.48,0,0,0,0,
"std::_Buf<char>::`scalar deleting destructor'",3,0.04,25,0.34,0,0,0,0,
"std::_Buf<char>::~_Buf<char>",3,0.04,3,0.04,"1,528",0,"1,528",0,
"std::_Builder<char const *,char,std::regex_traits<char> >::_Add_class",3,0.04,3,0.04,"3,680",0,"3,680",0,
"std::_Builder<char const *,char,std::regex_traits<char> >::_Add_rep",3,0.04,10,0.14,"3,980",0,"3,980",0,
"std::_Builder<char const *,char,std::regex_traits<char> >::_New_node",3,0.04,3,0.04,"3,609",0,"3,609",0,
"std::_Copy_impl<std::_Tgt_state_t<char const *>::_Grp_t *,std::_Tgt_state_t<char const *>::_Grp_t *>",3,0.04,3,0.04,"2,064",0,"2,064",0,
"std::_Debug_pointer<std::_Tgt_state_t<char const *>::_Grp_t>",3,0.04,3,0.04,545,0,545,0,
"std::_Debug_pointer<std::_Vb_iterator<std::_Wrap_alloc<std::allocator<unsigned int> > > >",3,0.04,3,0.04,540,0,540,0,
"std::_Debug_pointer<unsigned int>",3,0.04,3,0.04,552,0,552,0,
"std::_Debug_range<std::_Tgt_state_t<char const *>::_Grp_t *>",3,0.04,3,0.04,583,0,583,0,
"std::_Debug_range<std::_Tgt_state_t<char const *>::_Grp_t const *>",3,0.04,3,0.04,583,0,583,0,
"std::_Debug_range2<std::_Tgt_state_t<char const *>::_Grp_t *>",3,0.04,3,0.04,570,0,570,0,
"std::_Destroy_range<std::_Wrap_alloc<std::allocator<std::_Tgt_state_t<char const *>::_Grp_t> > >",3,0.04,3,0.04,80,0,80,0,
"std::_Iter_cat<std::_Tgt_state_t<char const *>::_Grp_t *>",3,0.04,3,0.04,405,0,405,0,
"std::_Iter_cat<std::_Tgt_state_t<char const *>::_Grp_t const *>",3,0.04,3,0.04,405,0,405,0,
"std::_Iter_cat<std::_Vb_iterator<std::_Wrap_alloc<std::allocator<unsigned int> > > >",3,0.04,3,0.04,405,0,405,0,
"std::_Iterator_base12::_Iterator_base12",3,0.04,3,0.04,115,0,115,0,
"std::_Iterator_base12::~_Iterator_base12",3,0.04,70,0.95,142,0,142,0,
"std::_Iterator_base12::~_Iterator_base12",3,0.04,69,0.93,145,0,145,0,
"std::_Iterator012<std::random_access_iterator_tag,char,int,char const *,char const &,std::_Iterator_base12>::_Iterator012<std::random_access_iterator_tag,char,int,char const *,char const &,std::_Iterator_base12>",3,0.04,28,0.38,0,0,0,0,
"std::_Matcher<char const *,char,std::regex_traits<char>,char const *>::_Do_class",3,0.04,3,0.04,"4,310",0,"4,310",0,
"std::_Matcher<char const *,char,std::regex_traits<char>,char const *>::_Match_pat",3,0.04,3,0.04,"4,395",0,"4,395",0,
"std::_Node_capture::`scalar deleting destructor'",3,0.04,11,0.15,0,0,0,0,
"std::_Node_class<char,std::regex_traits<char> >::~_Node_class<char,std::regex_traits<char> >",3,0.04,3,0.04,"1,757",0,"1,757",0,
"std::_Node_rep::`scalar deleting destructor'",3,0.04,7,0.09,0,0,0,0,
"std::_Parser<char const *,char,std::regex_traits<char> >::_Next",3,0.04,3,0.04,"4,887",0,"4,887",0,
"std::_String_alloc<0,std::_String_base_types<char,std::allocator<char> > >::_Free_proxy",3,0.04,3,0.04,672,0,672,0,
"std::_String_alloc<0,std::_String_base_types<char,std::allocator<char> > >::~_String_alloc<0,std::_String_base_types<char,std::allocator<char> > >",3,0.04,3,0.04,649,0,649,0,
"std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<AutoCompleteManager::Entry> > >::operator--",3,0.04,3,0.04,283,0,283,0,
"std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<wxString> > >::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<wxString> > >",3,0.04,32,0.43,214,0,214,0,
"std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<wxString> > >::~_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<wxString> > >",3,0.04,34,0.46,0,0,0,0,
"std::_Tree_unchecked_const_iterator<std::_Tree_val<std::_Tree_simple_types<AutoCompleteManager::Entry> >,std::_Iterator_base12>::_Tree_unchecked_const_iterator<std::_Tree_val<std::_Tree_simple_types<AutoCompleteManager::Entry> >,std::_Iterator_base12>",3,0.04,3,0.04,46,0,46,0,
"std::_Tree_val<std::_Tree_simple_types<AutoCompleteManager::Entry> >::_Myval",3,0.04,3,0.04,604,0,604,0,
"std::_Tree_val<std::_Tree_simple_types<wxString> >::_Isnil",3,0.04,3,0.04,583,0,583,0,
"std::_Tree<std::_Tset_traits<AutoCompleteManager::Entry,std::less<AutoCompleteManager::Entry>,std::allocator<AutoCompleteManager::Entry>,0> >::_Insert_nohint<AutoCompleteManager::Entry,std::_Nil>",3,0.04,3,0.04,"1,798",0,"1,798",0,
"std::_Tree<std::_Tset_traits<AutoCompleteManager::Entry,std::less<AutoCompleteManager::Entry>,std::allocator<AutoCompleteManager::Entry>,0> >::_Insert_nohint<AutoCompleteManager::Entry,std::_Nil>",3,0.04,100,1.35,"1,814",0,"1,814",0,
"std::_Tree<std::_Tset_traits<wxString,std::less<wxString>,std::allocator<wxString>,0> >::_Lmost",3,0.04,3,0.04,"2,122",0,"2,122",0,
"std::_Tree<std::_Tset_traits<wxString,std::less<wxString>,std::allocator<wxString>,0> >::clear",3,0.04,3,0.04,"1,535",0,"1,535",0,
"std::_Unchecked<std::_Loop_vals_t *>",3,0.04,3,0.04,280,0,280,0,
"std::_Unchecked<std::_Vb_iterator<std::_Wrap_alloc<std::allocator<unsigned int> > > >",3,0.04,3,0.04,280,0,280,0,
"std::_Uninit_copy<unsigned int const ,unsigned int>",3,0.04,3,0.04,401,0,401,0,
"std::_Uninitialized_move<std::_Loop_vals_t *,std::_Loop_vals_t *,std::_Wrap_alloc<std::allocator<std::_Loop_vals_t> > >",3,0.04,3,0.04,492,0,492,0,
