函数名,独占样本数,独占样本数百分比,指令地址,源行开始,源字符开始,源行结束,源字符结束,
"std::_Wrap_alloc<std::allocator<std::_Tree_node<AutoCompleteManager::Entry,void *> > >::construct<AutoCompleteManager::Entry,AutoCompleteManager::Entry>",1,0.01,0x016840B3,872,0,872,0,
"std::_Wrap_alloc<std::allocator<std::_Tree_node<AutoCompleteManager::Entry,void *> > >::construct<std::_Tree_node<AutoCompleteManager::Entry,void *> *,std::_Tree_node<AutoCompleteManager::Entry,void *> * &>",1,0.01,0x01683EF0,872,0,872,0,
"std::_Wrap_alloc<std::allocator<std::_Tree_node<AutoCompleteManager::Entry,void *> > >::deallocate",1,0.01,0x0168866D,857,0,857,0,
"std::_Wrap_alloc<std::allocator<std::_Tree_node<AutoCompleteManager::Entry,void *> > >::destroy<AutoCompleteManager::Entry>",1,0.01,0x0168443D,877,0,877,0,
"std::_Wrap_alloc<std::allocator<std::_Tree_node<wxString,void *> > >::_Wrap_alloc<std::allocator<std::_Tree_node<wxString,void *> > >",1,0.01,0x0177E8D0,801,0,801,0,
"std::_Wrap_alloc<std::allocator<std::_Tree_node<wxString,void *> > >::_Wrap_alloc<std::allocator<std::_Tree_node<wxString,void *> > >",1,0.01,0x0177E8B2,807,0,807,0,
"std::_Wrap_alloc<std::allocator<std::_Tree_node<wxString,void *> > >::allocate",1,0.01,0x01793ED0,846,0,846,0,
"std::_Wrap_alloc<std::allocator<std::_Tree_node<wxString,void *> > >::allocate",1,0.01,0x01793EED,846,0,846,0,
"std::_Wrap_alloc<std::allocator<std::_Tree_node<wxString,void *> > >::construct<std::_Tree_node<wxString,void *> *,std::_Tree_node<wxString,void *> * &>",1,0.01,0x01778BD1,868,0,868,0,
"std::_Wrap_alloc<std::allocator<std::_Tree_node<wxString,void *> > >::construct<wxString,wxString const &>",1,0.01,0x01779E0D,868,0,868,0,
"std::_Wrap_alloc<std::allocator<std::_Tree_node<wxString,void *> > >::destroy<std::_Tree_node<wxString,void *> *>",1,0.01,0x0177A5BA,877,0,877,0,
"std::_Wrap_alloc<std::allocator<std::_Tree_node<wxString,void *> > >::destroy<std::_Tree_node<wxString,void *> *>",1,0.01,0x0177A5CD,877,0,877,0,
"std::_Wrap_alloc<std::allocator<std::_Tree_node<wxString,void *> > >::destroy<wxString>",1,0.01,0x0177AA61,877,0,877,0,
"std::_Wrap_alloc<std::allocator<Symbol *> >::_Wrap_alloc<std::allocator<Symbol *> >",1,0.01,0x0173D6A0,801,0,801,0,
"std::_Wrap_alloc<std::allocator<unsigned int> >::_Wrap_alloc<std::allocator<unsigned int> >",1,0.01,0x0168BBD0,801,0,801,0,
"std::_Wrap_alloc<std::allocator<unsigned int> >::_Wrap_alloc<std::allocator<unsigned int> >",1,0.01,0x0168BBF6,801,0,801,0,
"std::_Wrap_alloc<std::allocator<unsigned int> >::_Wrap_alloc<std::allocator<unsigned int> >",1,0.01,0x0168BC07,802,0,802,0,
"std::_Wrap_alloc<std::allocator<unsigned int> >::_Wrap_alloc<std::allocator<unsigned int> >",1,0.01,0x0168BC0E,802,0,802,0,
"std::_Wrap_alloc<std::allocator<unsigned int> >::_Wrap_alloc<std::allocator<unsigned int> >",1,0.01,0x0168BB70,806,0,806,0,
"std::_Wrap_alloc<std::allocator<unsigned int> >::_Wrap_alloc<std::allocator<unsigned int> >",1,0.01,0x0168BB71,806,0,806,0,
"std::_Wrap_alloc<std::allocator<unsigned int> >::_Wrap_alloc<std::allocator<unsigned int> >",1,0.01,0x0168BB9A,806,0,806,0,
"std::_Wrap_alloc<std::allocator<unsigned int> >::allocate",1,0.01,0x0168E6F0,846,0,846,0,
"std::_Wrap_alloc<std::allocator<unsigned int> >::max_size",1,0.01,0x0168EA9A,883,0,883,0,
"std::_Wrap_alloc<std::allocator<unsigned int> >::select_on_container_copy_construction",1,0.01,0x0168EBFD,778,0,778,0,
"std::_Wrap_alloc<std::allocator<unsigned int> >::select_on_container_copy_construction",1,0.01,0x0168EBFF,778,0,778,0,
"std::_Wrap_alloc<std::allocator<unsigned int> >::select_on_container_copy_construction",1,0.01,0x0168EC1F,779,0,779,0,
"std::addressof<AutoCompleteManager::Entry>",1,0.01,0x01683E9C,92,0,92,0,
"std::addressof<char>",1,0.01,0x016797E0,92,0,92,0,
"std::addressof<std::_Tree_node<wxString,void *> *>",1,0.01,0x01778B10,92,0,92,0,
"std::addressof<std::_Tree_node<wxString,void *> *>",1,0.01,0x01778B11,92,0,92,0,
"std::addressof<unsigned int const >",1,0.01,0x016F3930,92,0,92,0,
"std::allocator_traits<std::allocator<char> >::destroy<char *>",1,0.01,0x01679BDA,731,0,731,0,
"std::allocator_traits<std::allocator<char> >::max_size",1,0.01,0x01682580,734,0,734,0,
"std::allocator_traits<std::allocator<char> >::max_size",1,0.01,0x016825B6,736,0,736,0,
"std::allocator_traits<std::allocator<char> >::max_size",1,0.01,0x016825B9,736,0,736,0,
"std::allocator_traits<std::allocator<std::_Container_proxy> >::construct<std::_Container_proxy,std::_Container_proxy>",1,0.01,0x016842D0,720,0,720,0,
"std::allocator_traits<std::allocator<std::_Container_proxy> >::construct<std::_Container_proxy,std::_Container_proxy>",1,0.01,0x016842DA,720,0,720,0,
"std::allocator_traits<std::allocator<std::_Container_proxy> >::construct<std::_Container_proxy,std::_Container_proxy>",1,0.01,0x016842F1,723,0,723,0,
"std::allocator_traits<std::allocator<std::_Container_proxy> >::construct<std::_Container_proxy,std::_Container_proxy>",1,0.01,0x016842F2,723,0,723,0,
"std::allocator_traits<std::allocator<std::_Container_proxy> >::construct<std::_Container_proxy,std::_Container_proxy>",1,0.01,0x01684307,724,0,724,0,
"std::allocator_traits<std::allocator<std::_Container_proxy> >::destroy<std::_Container_proxy>",1,0.01,0x0168B0F9,728,0,728,0,
"std::allocator_traits<std::allocator<std::_Container_proxy> >::destroy<std::_Container_proxy>",1,0.01,0x0168B107,728,0,728,0,
"std::allocator_traits<std::allocator<std::_Container_proxy> >::destroy<std::_Container_proxy>",1,0.01,0x0168B10E,730,0,730,0,
"std::allocator_traits<std::allocator<std::_Loop_vals_t> >::destroy<std::_Loop_vals_t>",1,0.01,0x0177A920,728,0,728,0,
"std::allocator_traits<std::allocator<std::_Loop_vals_t> >::max_size",1,0.01,0x01798336,736,0,736,0,
"std::allocator_traits<std::allocator<std::_Tgt_state_t<char const *>::_Grp_t> >::construct<std::_Tgt_state_t<char const *>::_Grp_t>",1,0.01,0x017792E0,720,0,720,0,
"std::allocator_traits<std::allocator<std::_Tgt_state_t<char const *>::_Grp_t> >::destroy<std::_Tgt_state_t<char const *>::_Grp_t>",1,0.01,0x0177A839,728,0,728,0,
"std::allocator_traits<std::allocator<std::_Tgt_state_t<char const *>::_Grp_t> >::destroy<std::_Tgt_state_t<char const *>::_Grp_t>",1,0.01,0x0177A83C,728,0,728,0,
"std::allocator_traits<std::allocator<std::_Tgt_state_t<char const *>::_Grp_t> >::destroy<std::_Tgt_state_t<char const *>::_Grp_t>",1,0.01,0x0177A847,728,0,728,0,
"std::allocator_traits<std::allocator<std::_Tgt_state_t<char const *>::_Grp_t> >::destroy<std::_Tgt_state_t<char const *>::_Grp_t>",1,0.01,0x0177A85C,731,0,731,0,
"std::allocator_traits<std::allocator<std::_Tgt_state_t<char const *>::_Grp_t> >::max_size",1,0.01,0x017982BA,734,0,734,0,
"std::allocator_traits<std::allocator<std::_Tgt_state_t<char const *>::_Grp_t> >::select_on_container_copy_construction",1,0.01,0x01799C80,740,0,740,0,
"std::allocator_traits<std::allocator<std::_Tree_node<AutoCompleteManager::Entry,void *> > >::construct<AutoCompleteManager::Entry,AutoCompleteManager::Entry>",1,0.01,0x0168421C,720,0,720,0,
"std::allocator_traits<std::allocator<std::_Tree_node<AutoCompleteManager::Entry,void *> > >::destroy<AutoCompleteManager::Entry>",1,0.01,0x016844FC,728,0,728,0,
"std::allocator_traits<std::allocator<std::_Tree_node<AutoCompleteManager::Entry,void *> > >::max_size",1,0.01,0x016889B0,734,0,734,0,
"std::allocator_traits<std::allocator<std::_Tree_node<AutoCompleteManager::Entry,void *> > >::max_size",1,0.01,0x016889B9,734,0,734,0,
"std::allocator_traits<std::allocator<std::_Tree_node<wxString,void *> > >::destroy<std::_Tree_node<wxString,void *> *>",1,0.01,0x0177A66C,728,0,728,0,
"std::allocator_traits<std::allocator<std::_Tree_node<wxString,void *> > >::destroy<wxString>",1,0.01,0x0177AB3C,728,0,728,0,
"std::allocator_traits<std::allocator<unsigned int> >::max_size",1,0.01,0x0168EB30,734,0,734,0,
"std::allocator_traits<std::allocator<unsigned int> >::max_size",1,0.01,0x0168EB61,736,0,736,0,
"std::allocator_traits<std::allocator<unsigned int> >::max_size",1,0.01,0x0168EB66,736,0,736,0,
"std::allocator<bool>::allocator<bool>",1,0.01,0x0177EC4D,552,0,552,0,
"std::allocator<bool>::allocator<bool>",1,0.01,0x0177EC56,554,0,554,0,
"std::allocator<bool>::allocator<bool><unsigned int>",1,0.01,0x0176F7A1,561,0,561,0,
"std::allocator<bool>::allocator<bool><unsigned int>",1,0.01,0x0176F7AC,561,0,561,0,
"std::allocator<bool>::allocator<bool><unsigned int>",1,0.01,0x0176F7C6,563,0,563,0,
"std::allocator<bool>::allocator<bool><unsigned int>",1,0.01,0x0176F7C9,563,0,563,0,
"std::allocator<char>::allocate",1,0.01,0x016819FD,577,0,577,0,
"std::allocator<char>::allocate",1,0.01,0x01681A31,579,0,579,0,
"std::allocator<char>::allocator<char>",1,0.01,0x01679E63,554,0,554,0,
"std::allocator<char>::construct<char *,char * &>",1,0.01,0x016798CF,598,0,598,0,
"std::allocator<char>::deallocate",1,0.01,0x01681F1C,573,0,573,0,
"std::allocator<char>::destroy<char *>",1,0.01,0x01679B6A,605,0,605,0,
"std::allocator<std::_Container_proxy>::allocate",1,0.01,0x01681A50,577,0,577,0,
"std::allocator<std::_Container_proxy>::allocate",1,0.01,0x01681A5C,577,0,577,0,
"std::allocator<std::_Container_proxy>::allocator<std::_Container_proxy>",1,0.01,0x01679E89,552,0,552,0,
"std::allocator<std::_Container_proxy>::allocator<std::_Container_proxy>",1,0.01,0x01679E8A,552,0,552,0,
"std::allocator<std::_Container_proxy>::allocator<std::_Container_proxy>",1,0.01,0x01679E9F,552,0,552,0,
"std::allocator<std::_Container_proxy>::allocator<std::_Container_proxy>",1,0.01,0x01679EA0,552,0,552,0,
"std::allocator<std::_Container_proxy>::allocator<std::_Container_proxy>",1,0.01,0x01679EA3,554,0,554,0,
"std::allocator<std::_Container_proxy>::allocator<std::_Container_proxy>",1,0.01,0x01679EA6,554,0,554,0,
"std::allocator<std::_Container_proxy>::allocator<std::_Container_proxy><bool>",1,0.01,0x0176FCAA,561,0,561,0,
"std::allocator<std::_Container_proxy>::allocator<std::_Container_proxy><std::_Tree_node<wxString,void *> >",1,0.01,0x0176F961,561,0,561,0,
"std::allocator<std::_Container_proxy>::construct<std::_Container_proxy,std::_Container_proxy>",1,0.01,0x016799F0,598,0,598,0,
"std::allocator<std::_Container_proxy>::construct<std::_Container_proxy,std::_Container_proxy>",1,0.01,0x01679A4D,600,0,600,0,
"std::allocator<std::_Container_proxy>::construct<std::_Container_proxy,std::_Container_proxy>",1,0.01,0x01679A64,600,0,600,0,
"std::allocator<std::_Container_proxy>::construct<std::_Container_proxy,std::_Container_proxy>",1,0.01,0x01679A6F,600,0,600,0,
"std::allocator<std::_Container_proxy>::construct<std::_Container_proxy,std::_Container_proxy>",1,0.01,0x01679A90,600,0,600,0,
"std::allocator<std::_Container_proxy>::deallocate",1,0.01,0x01681F50,572,0,572,0,
"std::allocator<std::_Container_proxy>::deallocate",1,0.01,0x01681F73,573,0,573,0,
"std::allocator<std::_Loop_vals_t>::allocator<std::_Loop_vals_t>",1,0.01,0x0177EBD3,554,0,554,0,
"std::allocator<std::_Loop_vals_t>::construct",1,0.01,0x01795080,587,0,587,0,
"std::allocator<std::_Loop_vals_t>::construct",1,0.01,0x01795081,587,0,587,0,
"std::allocator<std::_Loop_vals_t>::construct",1,0.01,0x017950E4,588,0,588,0,
"std::allocator<std::_Loop_vals_t>::destroy<std::_Loop_vals_t>",1,0.01,0x0177A8FD,605,0,605,0,
"std::allocator<std::_Loop_vals_t>::max_size",1,0.01,0x01798190,611,0,611,0,
"std::allocator<std::_Loop_vals_t>::max_size",1,0.01,0x017981AD,611,0,611,0,
"std::allocator<std::_Tgt_state_t<char const *>::_Grp_t>::allocate",1,0.01,0x0179412D,577,0,577,0,
"std::allocator<std::_Tgt_state_t<char const *>::_Grp_t>::allocate",1,0.01,0x01794139,578,0,578,0,
"std::allocator<std::_Tgt_state_t<char const *>::_Grp_t>::allocator<std::_Tgt_state_t<char const *>::_Grp_t>",1,0.01,0x0177EB71,552,0,552,0,
"std::allocator<std::_Tgt_state_t<char const *>::_Grp_t>::allocator<std::_Tgt_state_t<char const *>::_Grp_t>",1,0.01,0x0177EB79,552,0,552,0,
"std::allocator<std::_Tgt_state_t<char const *>::_Grp_t>::allocator<std::_Tgt_state_t<char const *>::_Grp_t>",1,0.01,0x0177EB7A,552,0,552,0,
"std::allocator<std::_Tgt_state_t<char const *>::_Grp_t>::allocator<std::_Tgt_state_t<char const *>::_Grp_t>",1,0.01,0x0177EB90,552,0,552,0,
"std::allocator<std::_Tgt_state_t<char const *>::_Grp_t>::allocator<std::_Tgt_state_t<char const *>::_Grp_t>",1,0.01,0x0177EB93,554,0,554,0,
"std::allocator<std::_Tgt_state_t<char const *>::_Grp_t>::allocator<std::_Tgt_state_t<char const *>::_Grp_t>",1,0.01,0x0177EB31,556,0,556,0,
"std::allocator<std::_Tgt_state_t<char const *>::_Grp_t>::allocator<std::_Tgt_state_t<char const *>::_Grp_t>",1,0.01,0x0177EB3A,556,0,556,0,
"std::allocator<std::_Tgt_state_t<char const *>::_Grp_t>::allocator<std::_Tgt_state_t<char const *>::_Grp_t>",1,0.01,0x0177EB4F,556,0,556,0,
"std::allocator<std::_Tgt_state_t<char const *>::_Grp_t>::allocator<std::_Tgt_state_t<char const *>::_Grp_t>",1,0.01,0x0177EB56,558,0,558,0,
"std::allocator<std::_Tgt_state_t<char const *>::_Grp_t>::allocator<std::_Tgt_state_t<char const *>::_Grp_t>",1,0.01,0x0177EB5C,558,0,558,0,
"std::allocator<std::_Tgt_state_t<char const *>::_Grp_t>::construct",1,0.01,0x01794F2D,587,0,587,0,
"std::allocator<std::_Tgt_state_t<char const *>::_Grp_t>::construct",1,0.01,0x01794FED,592,0,592,0,
"std::allocator<std::_Tgt_state_t<char const *>::_Grp_t>::deallocate",1,0.01,0x0179541A,572,0,572,0,
"std::allocator<std::_Tgt_state_t<char const *>::_Grp_t>::destroy<std::_Tgt_state_t<char const *>::_Grp_t>",1,0.01,0x0177A7F1,605,0,605,0,
"std::allocator<std::_Tgt_state_t<char const *>::_Grp_t>::destroy<std::_Tgt_state_t<char const *>::_Grp_t>",1,0.01,0x0177A7FA,605,0,605,0,
"std::allocator<std::_Tgt_state_t<char const *>::_Grp_t>::max_size",1,0.01,0x0179815C,611,0,611,0,
"std::allocator<std::_Tgt_state_t<char const *>::_Grp_t>::select_on_container_copy_construction",1,0.01,0x01799BC1,532,0,532,0,
"std::allocator<std::_Tgt_state_t<char const *>::_Grp_t>::select_on_container_copy_construction",1,0.01,0x01799BDD,532,0,532,0,
"std::allocator<std::_Tree_node<AutoCompleteManager::Entry,void *> >::construct<AutoCompleteManager::Entry,AutoCompleteManager::Entry>",1,0.01,0x0168412B,598,0,598,0,
"std::allocator<std::_Tree_node<AutoCompleteManager::Entry,void *> >::construct<AutoCompleteManager::Entry,AutoCompleteManager::Entry>",1,0.01,0x0168413F,598,0,598,0,
"std::allocator<std::_Tree_node<AutoCompleteManager::Entry,void *> >::construct<std::_Tree_node<AutoCompleteManager::Entry,void *> *,std::_Tree_node<AutoCompleteManager::Entry,void *> * &>",1,0.01,0x01683F5E,598,0,598,0,
"std::allocator<std::_Tree_node<AutoCompleteManager::Entry,void *> >::deallocate",1,0.01,0x016886CD,572,0,572,0,
"std::allocator<std::_Tree_node<AutoCompleteManager::Entry,void *> >::destroy<AutoCompleteManager::Entry>",1,0.01,0x0168449D,605,0,605,0,
"std::allocator<std::_Tree_node<AutoCompleteManager::Entry,void *> >::destroy<AutoCompleteManager::Entry>",1,0.01,0x016844A5,607,0,607,0,
"std::allocator<std::_Tree_node<AutoCompleteManager::Entry,void *> >::max_size",1,0.01,0x0168898D,611,0,611,0,
"std::allocator<std::_Tree_node<wxString,void *> >::allocate",1,0.01,0x017940B1,577,0,577,0,
"std::allocator<std::_Tree_node<wxString,void *> >::allocate",1,0.01,0x017940CD,577,0,577,0,
"std::allocator<std::_Tree_node<wxString,void *> >::allocator<std::_Tree_node<wxString,void *> >",1,0.01,0x0177EB0F,552,0,552,0,
"std::allocator<Symbol *>::allocator<Symbol *>",1,0.01,0x0173D75D,552,0,552,0,
"std::allocator<Symbol *>::allocator<Symbol *>",1,0.01,0x0173D75F,552,0,552,0,
"std::allocator<Symbol *>::construct",1,0.01,0x01794EA7,593,0,593,0,
"std::allocator<unsigned int>::allocate",1,0.01,0x0168E750,577,0,577,0,
"std::allocator<unsigned int>::allocate",1,0.01,0x0168E76F,577,0,577,0,
"std::allocator<unsigned int>::allocate",1,0.01,0x0168E783,579,0,579,0,
"std::allocator<unsigned int>::allocator<unsigned int>",1,0.01,0x0168BCDD,552,0,552,0,
"std::allocator<unsigned int>::allocator<unsigned int>",1,0.01,0x0168BCEF,552,0,552,0,
"std::allocator<unsigned int>::allocator<unsigned int>",1,0.01,0x0168BCF0,552,0,552,0,
"std::allocator<unsigned int>::allocator<unsigned int>",1,0.01,0x0168BC9A,556,0,556,0,
"std::allocator<unsigned int>::allocator<unsigned int>",1,0.01,0x0168BCB3,558,0,558,0,
"std::allocator<unsigned int>::deallocate",1,0.01,0x0168E950,572,0,572,0,
"std::allocator<unsigned int>::deallocate",1,0.01,0x0168E970,572,0,572,0,
"std::allocator<unsigned int>::deallocate",1,0.01,0x0168E973,573,0,573,0,
"std::allocator<unsigned int>::select_on_container_copy_construction",1,0.01,0x0168EC6D,532,0,532,0,
"std::allocator<wxString>::allocator<wxString><std::_Tree_node<wxString,void *> >",1,0.01,0x0176F9A1,561,0,561,0,
"std::basic_regex<char,std::regex_traits<char> >::_Empty",1,0.01,0x0178BF20,"2,486",0,"2,486",0,
"std::basic_regex<char,std::regex_traits<char> >::_Empty",1,0.01,0x0178BF21,"2,486",0,"2,486",0,
"std::basic_regex<char,std::regex_traits<char> >::_Reset",1,0.01,0x0179233D,"2,535",0,"2,535",0,
"std::basic_regex<char,std::regex_traits<char> >::_Reset<char const *>",1,0.01,0x01775B45,"2,529",0,"2,529",0,
"std::basic_regex<char,std::regex_traits<char> >::_Tidy",1,0.01,0x01792931,"2,504",0,"2,504",0,
"std::basic_regex<char,std::regex_traits<char> >::_Tidy",1,0.01,0x0179297A,"2,505",0,"2,505",0,
"std::basic_regex<char,std::regex_traits<char> >::~basic_regex<char,std::regex_traits<char> >",1,0.01,0x0178102A,"2,375",0,"2,375",0,
"std::basic_regex<char,std::regex_traits<char> >::flags",1,0.01,0x017977E1,"2,456",0,"2,456",0,
"std::basic_regex<char,std::regex_traits<char> >::flags",1,0.01,0x017977FD,"2,456",0,"2,456",0,
"std::basic_regex<char,std::regex_traits<char> >::mark_count",1,0.01,0x01797E10,"2,409",0,"2,409",0,
"std::basic_string<char,std::char_traits<char>,std::allocator<char> >::_Copy",1,0.01,0x01681080,"2,201",0,"2,201",0,
"std::basic_string<char,std::char_traits<char>,std::allocator<char> >::_Copy",1,0.01,0x0168115F,"2,215",0,"2,215",0,
"std::basic_string<char,std::char_traits<char>,std::allocator<char> >::_Eos",1,0.01,0x01681341,"2,236",0,"2,236",0,
"std::basic_string<char,std::char_traits<char>,std::allocator<char> >::_Eos",1,0.01,0x0168139E,"2,238",0,"2,238",0,
"std::basic_string<char,std::char_traits<char>,std::allocator<char> >::_Pdif",1,0.01,0x016A5370,"2,266",0,"2,266",0,
"std::basic_string<char,std::char_traits<char>,std::allocator<char> >::_Pdif",1,0.01,0x016A5371,"2,266",0,"2,266",0,
"std::basic_string<char,std::char_traits<char>,std::allocator<char> >::_Pdif",1,0.01,0x016A539A,"2,266",0,"2,266",0,
"std::basic_string<char,std::char_traits<char>,std::allocator<char> >::_Tidy",1,0.01,0x016817DD,"2,272",0,"2,272",0,
"std::basic_string<char,std::char_traits<char>,std::allocator<char> >::_Tidy",1,0.01,0x016817F0,"2,275",0,"2,275",0,
"std::basic_string<char,std::char_traits<char>,std::allocator<char> >::~basic_string<char,std::char_traits<char>,std::allocator<char> >",1,0.01,0x0169EECA,992,0,992,0,
"std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign",1,0.01,0x017942E1,"1,194",0,"1,194",0,
"std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign",1,0.01,0x01794363,"1,195",0,"1,195",0,
"std::basic_string<char,std::char_traits<char>,std::allocator<char> >::basic_string<char,std::char_traits<char>,std::allocator<char> >",1,0.01,0x0169E41B,738,0,738,0,
"std::basic_string<char,std::char_traits<char>,std::allocator<char> >::end",1,0.01,0x016A72FD,"1,609",0,"1,609",0,
"std::basic_string<char,std::char_traits<char>,std::allocator<char> >::end",1,0.01,0x016A7331,"1,611",0,"1,611",0,
"std::basic_string<char,std::char_traits<char>,std::allocator<char> >::max_size",1,0.01,0x016825DC,"1,758",0,"1,758",0,
"std::basic_string<char,std::char_traits<char>,std::allocator<char> >::max_size",1,0.01,0x016825ED,"1,758",0,"1,758",0,
"std::basic_string<char,std::char_traits<char>,std::allocator<char> >::max_size",1,0.01,0x01682602,"1,759",0,"1,759",0,
"std::basic_string<char,std::char_traits<char>,std::allocator<char> >::max_size",1,0.01,0x0168261E,"1,760",0,"1,760",0,
"std::basic_string<char,std::char_traits<char>,std::allocator<char> >::max_size",1,0.01,0x01682621,"1,760",0,"1,760",0,
"std::basic_string<char,std::char_traits<char>,std::allocator<char> >::operator[]",1,0.01,0x0169F4CD,"1,695",0,"1,695",0,
"std::basic_string<char,std::char_traits<char>,std::allocator<char> >::replace",1,0.01,0x016A7F08,"1,462",0,"1,462",0,
"std::basic_string<char,std::char_traits<char>,std::allocator<char> >::replace",1,0.01,0x016A7F6F,"1,470",0,"1,470",0,
"std::basic_string<char,std::char_traits<char>,std::allocator<char> >::replace",1,0.01,0x016A7FD0,"1,478",0,"1,478",0,
"std::basic_string<char,std::char_traits<char>,std::allocator<char> >::replace",1,0.01,0x01798C51,"1,556",0,"1,556",0,
"std::char_traits<char>::length",1,0.01,0x01682400,521,0,521,0,
"std::char_traits<char>::move",1,0.01,0x016828B0,551,0,551,0,
"std::fill<std::_Vb_iterator<std::_Wrap_alloc<std::allocator<unsigned int> > >,bool>",1,0.01,0x0177AE9A,"2,621",0,"2,621",0,
"std::forward<AutoCompleteManager::Entry const &>",1,0.01,0x016845B0,"1,504",0,"1,504",0,
"std::forward<AutoCompleteManager::Entry const &>",1,0.01,0x016845D2,"1,506",0,"1,506",0,
"std::forward<AutoCompleteManager::Entry const &>",1,0.01,0x016845D3,"1,506",0,"1,506",0,
"std::forward<AutoCompleteManager::Entry const &>",1,0.01,0x016845D6,"1,506",0,"1,506",0,
"std::forward<AutoCompleteManager::Entry>",1,0.01,0x016845F0,"1,504",0,"1,504",0,
"std::forward<AutoCompleteManager::Entry>",1,0.01,0x016845F1,"1,504",0,"1,504",0,
"std::forward<AutoCompleteManager::Entry>",1,0.01,0x01684617,"1,506",0,"1,506",0,
"std::forward<bool>",1,0.01,0x01684670,"1,504",0,"1,504",0,
"std::forward<bool>",1,0.01,0x0168467A,"1,504",0,"1,504",0,
"std::forward<bool>",1,0.01,0x01684691,"1,506",0,"1,506",0,
"std::forward<char * &>",1,0.01,0x01679C30,"1,504",0,"1,504",0,
"std::forward<std::_Container_proxy>",1,0.01,0x01679C70,"1,504",0,"1,504",0,
"std::forward<std::_Container_proxy>",1,0.01,0x01679C71,"1,504",0,"1,504",0,
"std::forward<std::_Container_proxy>",1,0.01,0x01679C7A,"1,504",0,"1,504",0,
"std::forward<std::_Container_proxy>",1,0.01,0x01679C7B,"1,504",0,"1,504",0,
"std::forward<std::_Tgt_state_t<char const *>::_Grp_t const &>",1,0.01,0x0177B2FA,"1,504",0,"1,504",0,
"std::forward<std::_Tree_const_iterator<std::_Tree_val<std::_Tree_simple_types<AutoCompleteManager::Entry> > > &>",1,0.01,0x0168457B,"1,504",0,"1,504",0,
"std::forward<std::_Tree_node<AutoCompleteManager::Entry,void *> * &>",1,0.01,0x01684530,"1,504",0,"1,504",0,
"std::forward<std::_Tree_node<wxString,void *> * &>",1,0.01,0x0177B111,"1,506",0,"1,506",0,
"std::forward<std::_Tree_node<wxString,void *> * &>",1,0.01,0x0177B117,"1,506",0,"1,506",0,
"std::forward<Symbol * const &>",1,0.01,0x0177B2CC,"1,504",0,"1,504",0,
"std::forward<wxString const &>",1,0.01,0x017695A1,"1,504",0,"1,504",0,
"std::forward<wxString const &>",1,0.01,0x017695BC,"1,504",0,"1,504",0,
"std::less<AutoCompleteManager::Entry>::operator()",1,0.01,0x01686190,192,0,192,0,
"std::less<AutoCompleteManager::Entry>::operator()",1,0.01,0x0168619D,192,0,192,0,
"std::less<AutoCompleteManager::Entry>::operator()",1,0.01,0x016861B3,193,0,193,0,
"std::less<AutoCompleteManager::Entry>::operator()",1,0.01,0x016861B6,193,0,193,0,
"std::less<AutoCompleteManager::Entry>::operator()",1,0.01,0x016861B7,193,0,193,0,
"std::less<AutoCompleteManager::Entry>::operator()",1,0.01,0x016861BF,194,0,194,0,
"std::less<AutoCompleteManager::Entry>::operator()",1,0.01,0x016861C0,194,0,194,0,
"std::less<AutoCompleteManager::Entry>::operator()",1,0.01,0x016861CA,194,0,194,0,
"std::less<AutoCompleteManager::Entry>::operator()",1,0.01,0x016861D2,194,0,194,0,
"std::locale::~locale",1,0.01,0x017818E0,438,0,438,0,
"std::locale::~locale",1,0.01,0x0178191C,440,0,440,0,
"std::locale::locale",1,0.01,0x01780130,329,0,329,0,
"std::locale::locale",1,0.01,0x0178013A,329,0,329,0,
"std::operator!=<std::allocator<std::_Tgt_state_t<char const *>::_Grp_t>,std::allocator<std::_Tgt_state_t<char const *>::_Grp_t> >",1,0.01,0x0176FD9C,900,0,900,0,
"std::operator!=<std::allocator<std::_Tgt_state_t<char const *>::_Grp_t>,std::allocator<std::_Tgt_state_t<char const *>::_Grp_t> >",1,0.01,0x0176FD9E,901,0,901,0,
"std::operator!=<std::allocator<std::_Tgt_state_t<char const *>::_Grp_t>,std::allocator<std::_Tgt_state_t<char const *>::_Grp_t> >",1,0.01,0x0176FDCB,901,0,901,0,
"std::operator!=<std::allocator<unsigned int>,std::allocator<unsigned int> >",1,0.01,0x0173A54E,901,0,901,0,
"std::operator|=",1,0.01,0x01784770,"1,483",0,"1,483",0,
"std::operator==<std::_Tgt_state_t<char const *>::_Grp_t,std::_Tgt_state_t<char const *>::_Grp_t>",1,0.01,0x0176FCE0,660,0,660,0,
"std::operator==<std::_Tgt_state_t<char const *>::_Grp_t,std::_Tgt_state_t<char const *>::_Grp_t>",1,0.01,0x0176FCE1,660,0,660,0,
"std::operator==<std::allocator<std::_Tgt_state_t<char const *>::_Grp_t>,std::allocator<std::_Tgt_state_t<char const *>::_Grp_t> >",1,0.01,0x0176FD2C,892,0,892,0,
"std::operator==<std::allocator<unsigned int>,std::allocator<unsigned int> >",1,0.01,0x0173A4C1,892,0,892,0,
"std::operator==<std::allocator<unsigned int>,std::allocator<unsigned int> >",1,0.01,0x0173A4DC,892,0,892,0,
"std::operator==<unsigned int,unsigned int>",1,0.01,0x0173A490,660,0,660,0,
